Name,Listing Type,Feature Tag,Price,Location,Room Count,Area
ŞEBNEM ÖZGÜL'DEN Florya'da Full Deniz Manzaralı 4+1 250m2 Kiralık Ara Kat,No type,No tag,85000,"Basınköy, Bakırköy",4+1,250
ŞEBNEM ÖZGÜL'DEN Florya Hatboyunda 2+1 Full Eşyalı Kiralık Bahçe Katı,No type,No tag,38500,"Şenlikköy, Bakırköy",2+1,120
"ŞEBNEM ÖZGÜL'DEN Florya'da Merkeze Yakın,Masrafsız Lüks Bahçe Katı",No type,No tag,56000,"Şenlikköy, Bakırköy",4+1,240
ŞEBNEM ÖZGÜL'DEN Florya Hatboyunda Marmaray Karşısında 2+1 Kiralık Ara Kat,No type,No tag,35000,"Şenlikköy, Bakırköy",2+1,140
"ŞEBNEM ÖZGÜL'DEN Florya Adakalede Müstakil Girişli,Bahçeli 4+2 Kiralık Tripleks",No type,No tag,110000,"Şenlikköy, Bakırköy",4+2,330
ŞEBNEM ÖZGÜL'den Florya'da Site İçinde 4+1 Kiralık Lüks Bahçe Katı,No type,No tag,55000,"Şenlikköy, Bakırköy",4+1,200
ŞEBNEM ÖZGÜL'DEN Florya'da Gs Tesislerine Yakın 4+1 Kiralık Bahçe Dubleksi,No type,No tag,45000,"Şenlikköy, Bakırköy",4+1,240
ŞEBNEM ÖZGÜL'DEN BÜYÜKYALI'da Kiralık Deniz Manzaralı 3+1 Lüks Ara Kat,No type,No tag,130000,"Kazlıçeşme, Zeytinburnu",3+1,225
ŞEBNEM ÖZGÜL'DEN Florya Basınköy'de Düz Giriş Kiralık Masrafsız 4+1 Bahçe Katı,No type,No tag,55000,"Basınköy, Bakırköy",4+1,200
ŞEBNEM ÖZGÜL'DEN Florya Adakalede 4+2 300m2 Kiralık Üst Dubleks Daire,No type,No tag,52500,"Şenlikköy, Bakırköy",4+2,300
ŞEBNEM ÖZGÜL'DEN Florya Basınköy Gazeteciler Sitesinde Müstakil Bahçeli 2+1 Bahçe Katı,No type,No tag,22500,"Basınköy, Bakırköy",2+1,120
ŞEBNEM ÖZGÜL'DEN Florya Basınköy'de Asansörlü Geniş Teraslı 3+1 Daire,No type,No tag,50000,"Basınköy, Bakırköy",3+1,220
Şebnem Özgülden EŞYALI FLYNN AVM yakını 4+1 Lüks Kiralık,No type,No tag,75000,"Şenlikköy, Bakırköy",4+1,240
ŞEBNEM ÖZGÜL'DEN Florya Adakalede Deniz Manzaralı 5+1 Kiralık Lüks Ara Kat,No type,No tag,85000,"Şenlikköy, Bakırköy",5+1,300
ŞEBNEM ÖZGÜL'DEN Florya'da Merkeze Yakın 4+1 Ultra Lüks Kiralık Ara Kat,No type,No tag,95000,"Şenlikköy, Bakırköy",4+1,240
ŞEBNEM ÖZGÜL'DEN Florya Basınköy Gazeteciler Sitesinde Müstakil Bahçeli 2+1 Bahçe Katı,No type,No tag,27000,"Basınköy, Bakırköy",2+1,120
ŞEBNEM ÖZGÜL'DEN Florya Hatboyunda Marmaray Karşısında 2+1 Kiralık Ara Kat,No type,No tag,35000,"Şenlikköy, Bakırköy",2+1,140
Şebnem Özgül'den Florya'da Adakale'de bahçe katı 2+1eşyalı daire,No type,No tag,38500,"Şenlikköy, Bakırköy",2+1,150
ŞEBNEM ÖZGÜL'DEN Florya'da Merkeze Yakın 4+1 250m2 Kiralık Keyifli Dubleks,No type,No tag,52000,"Şenlikköy, Bakırköy",4+1,250
ŞEBNEM ÖZGÜL'DEN Florya Adakalede Hatboyunda 4+1 Asansörlü Ara Kat Daire,No type,No tag,60000,"Şenlikköy, Bakırköy",4+1,220
ÇELİKTEPE'DE EŞYALI KİRALIK 2+1 DAİRE,No type,No tag,25500,"Çeliktepe, Kağıthane",2+1,95
ESENYURT MERTLİFE 1+0 FULL EŞYALI FATURALAR DAHİL,No type,No tag,15000,"Mehterçeşme, Esenyurt",1+0,45
Bostancı Full Eşyalı 3+1 Kiralık #1164,No type,No tag,55990,"Altıntepe, Maltepe",3+1,110
TEŞVİKİYE AV.SÜREYYA AĞAOĞLU'NDA KİRALIK 3+1 BOŞ DAİRE,No type,No tag,47000,"Teşvikiye, Şişli",3+1,130
COLDWELL BANKER İVA'DAN AĞAOĞLU 1453'DE EŞYALI KİRALIK,No type,No tag,95000,"Maslak, Sarıyer",3+1,180
Esenyurt Yeşilkent'te İnovia 3 Kiralık 1+1 Daire,No type,No tag,10000,"Yeşilkent, Esenyurt",1+1,90
Mecidiyeköyde Profilo yan sokağında geniş 3+1 Kiralık Daire,No type,No tag,27500,"Gülbahar, Şişli",3+1,140
"MODA'DA MÜKEMMEL DENİZ MANZARALI 3,5+1 KİRALIK DAİRE",No type,No tag,65000,"Caferağa, Kadıköy",3+1,270
Sky Bahcesehir 2+1 kirelık daire نصف مفروشه,No type,No tag,13000,"Bahçeşehir 1. Kısım, Başakşehir",2+1,120
tarabyada KİRALIK 3+1 daire.,No type,No tag,26500,"Tarabya, Sarıyer",3+1,135
ZORLU YAKINI ÖNÜ AÇIK YENİLENMİŞ 3+1 DAİRE,No type,No tag,59000,"Levazım, Beşiktaş",3+1,175
5.LEVENT KİRALIK ORMAN PEYZAJ MANZARALI 3+1 DAİRE,No type,No tag,58000,"Güzeltepe, Eyüpsultan",3+1,171
TALATPAŞA CADDESİNDE HARİKULADE 1+1 FULL EŞYALI KİRALIK DAİRE,No type,No tag,15000,"Gültepe, Kağıthane",1+1,50
kiralık maslak42 lebiderya deniz manzaralı yüksek kat 3+1 daire,No type,No tag,180000,"Maslak, Sarıyer",3+1,280
ŞEBNEM ÖZGÜL'DEN Sefaköy E-5 Torkam'da Metrobüs Yanı 1+1 Kiralık Daire,No type,No tag,19000,"Kartaltepe, Küçükçekmece",1+1,60
Florya Ihlamur Konaklarında Kiralık Daire,No type,No tag,150000,"Şenlikköy, Bakırköy",4+1,215
Kadıköy Sahrayıcedit de 167 m2 İçi Yenilenmiş 3+1 Kiralık Daire,No type,No tag,55000,"Sahrayı Cedit, Kadıköy",3+1,167
ELİZ'DEN TEŞVİKİYE CADDESİ ÜZERİ KUPON DAİRE,No type,No tag,50000,"Teşvikiye, Şişli",1+1,100
MÜSLÜM EMLAKTAN METROBÜSE 5 DK YENİ BİNA,No type,No tag,13000,"Turgut Özal, Esenyurt",2+1,85
FEVZİPAŞA CADDESİNDE KİRALIK DAİRE,No type,No tag,15000,"Hırka-i Şerif, Fatih",2+1,83
Rumeli Hisar'da Sahile Yakın 1+1 Öğrenciye Kiralık Daire,No type,No tag,22000,"Rumeli Hisarı, Sarıyer",1+1,73
ŞEBNEM ÖZGÜL'DEN Florya Basınköy'de Kiralık Keyifli 2+1 Teras Katı,No type,No tag,26000,"Basınköy, Bakırköy",2+1,110
Avcılar ambarlı  Deniz Manzaralı kiralık 3+1.4 Kat 150 m2 Daire,No type,No tag,20000,"Ambarlı, Avcılar",3+1,160
Sarıyer Sarıdağ mevkinde 1+1 kiralık daire,No type,No tag,14000,"Merkez, Sarıyer",1+1,90
ESENYURT BALIKYOLU MAHALLESİ 2+1 KİRALIK DAİRE 110M2 ÇİFT BALKON,No type,No tag,12500,"Balıkyolu, Esenyurt",2+1,110
Avcılar Cihangir'de Kiralık Daire,No type,No tag,12000,"Cihangir, Avcılar",1+1,67
ŞEBNEM ÖZGÜL'DEN Florya Adakale Bölgesinde 3+1 Kiralık Ara Kat Daire,No type,No tag,48000,"Şenlikköy, Bakırköy",3+1,170
ULUS ADNAN SAYGUN CADDE ÜSTÜ 3+1 KİRALIK DAİRE,No type,No tag,30000,"Nisbetiye, Beşiktaş",3+1,120
SİMA YAPI'DAN FULL DONIMLI SİTE İÇİ1+1 EŞYALI KİRALIK DAİRE,No type,No tag,12000,"Mehterçeşme, Esenyurt",1+1,75
METROBÜSE 2DK YÜRÜME MESAFESİNDE BİZZ TOWER KİRALIK 1+1,No type,No tag,13000,"Zafer, Esenyurt",1+1,65
Şebnem Özgülden Morkent Sitesi Florya'da Butik Sitede Kiralık 4+1 Lüks Ara Kat,No type,No tag,65000,"Şenlikköy, Bakırköy",4+1,240
Şebnem Özgül'den Florya Şenlikköyde eşyalı  ara kat 2+1 daire,No type,No tag,35000,"Şenlikköy, Bakırköy",2+1,125
Şebnem Özgül'den Fişekhane Büyükyalıda  güvenlikli sitede 3+1 daire,No type,No tag,130000,"Kazlıçeşme, Zeytinburnu",3+1,225
Şebnem Özgülden Florya Ihlamur Konaklarında 4+1 Lüks Ara Kat kiralık,No type,No tag,150000,"Şenlikköy, Bakırköy",4+1,210
MÜSLÜM EMLAKTAN MERKEZİ KONUMDA METROBÜSE 10 DK,No type,No tag,9500,"Mehmet Akif Ersoy, Esenyurt",2+1,80
Şebnem Özgül'den Basınköyde asansörlü  4+1 muhteşem ara katı daire,No type,No tag,60000,"Basınköy, Bakırköy",4+1,220
kiralık abdiipekçi caddesinde yenilenmiş büyük 2+1 daire,No type,No tag,120000,"Harbiye, Şişli",2+1,220
Silivri TOKİ 3 etapta kiralık daire,No type,No tag,12000,"Alipaşa, Silivri",2+1,90
ARNAVUTKÖY'DE DENİZ VE KÖPRÜ MANZARALI FULL EŞYALI KİRALIK DAİRE,No type,No tag,58000,"Arnavutköy, Beşiktaş",2+1,90
*stanbul'un çok Merkezi konumunda!.EyüpMerkezde Birol muzır'dan,No type,No tag,20000,"Merkez, Eyüpsultan",2+1,110
PENDİK VİAPORT HOUSES SUITES 1+1 BALKONLU DAİRE,No type,No tag,20000,"Harmandere, Pendik",1+1,70
"ŞEBNEM ÖZGÜL'DEN Florya Adakalede Müstakil Girişli,Bahçeli 4+2 Kiralık Tripleks",No type,No tag,110000,"Şenlikköy, Bakırköy",4+2,330
Şebnem Özgül'den gazeteciler sitesinde 2+1 BAHÇELİ BAHÇE KATI  daire,No type,No tag,27500,"Basınköy, Bakırköy",2+1,150
Rumeli Hisar'da  1+1 Öğrenciye ve Bekara uygun Kiralık Daire,No type,No tag,12000,"Rumeli Hisarı, Sarıyer",1+1,65
KİRALIK LÜX 3+1=190M2 DENİZ GÖL MANZARA HAVUZ GÜVENLİK SİTE,No type,No tag,25000,"Adnan Kahveci, Beylikdüzü",3+1,190
Şebnem Özgülden Florya'da Merkeze Yakın 4+1 250m2 Kiralık Dubleks,No type,No tag,52000,"Şenlikköy, Bakırköy",4+1,250
ŞEBNEM ÖZGÜL'DEN Florya Merkeze ve Metrobüse Yakın 2+1 Kiralık Tadilatlı Daire,No type,No tag,24000,"Basınköy, Bakırköy",2+1,101
Şebnem Özgülden Florya Merkeze ve Metrobüse Yakın 2+1 Kiralık Tadilatlı Daire,No type,No tag,24000,"Şenlikköy, Bakırköy",2+1,110
Florya Şebnem Özgül'den Basınköyde teras katı kiralık,No type,No tag,26000,"Şenlikköy, Bakırköy",2+1,100
KİRALIK YENİKÖYDE DENİZ MANZARALI 3+1 DAİRE,No type,No tag,120000,"Yeniköy, Sarıyer",3+1,200
ÇELİKTEPE'DE 1+1 KİRALIK DAİRE,No type,No tag,14000,"Çeliktepe, Kağıthane",1+1,55
Beşiktaş Etiler Petrol Sitesi 2+1 Kiralık Ara Kat Daire,No type,No tag,32000,"Nisbetiye, Beşiktaş",2+1,75
"CITY TEKYETKİLİ TUZLA EVORA A PARSELDE HAVUZ MANZARALI 120M2,2+1",No type,No tag,25000,"Aydıntepe, Tuzla",2+1,120
CİTY TEKYETKİLİ KENTPLUS KADIKÖY DE A BLOK ta BÜYÜK BOY 21. KATTA EŞYALI 1+1,No type,No tag,27500,"Eğitim, Kadıköy",1+1,75
"CİTY TEK YETKİLİ..FENERYOLU ÖZGÜRLÜK PARKINA YAKIN , KATTA TEK , 230 M2, 4 +1",No type,No tag,72000,"Feneryolu, Kadıköy",4+1,230
CİTY TEK YETKİLİ ÖZGÜRLÜK PARKINA KOMŞU FULL+FULL EŞYALI 140m2 3+1,No type,No tag,55000,"Göztepe, Kadıköy",3+1,140
"CİTY TEKYETKİLİ, KALAMIŞTA 175M2, 3+1, KATTA TEK, 2001 YAPIM",No type,No tag,55000,"Fenerbahçe, Kadıköy",3+1,175
"CİTY TEKYETKİLİ, FENERBAHÇEDE HER ODASINDAN FULL DENİZ MANZ. 150M2,3+1",No type,No tag,70000,"Fenerbahçe, Kadıköy",3+1,150
Maltepe Nidapark Küçükyalı Kınalı Full Eşyalı 3+1 Kiralık #1100,No type,No tag,69490,"Çınar, Maltepe",3+1,144
SOGUKSU MERKEZ'DE,No type,No tag,13000,"Soğuksu, Beykoz",3+1,100
METROPOL İSTANBUL MOBİLYALI STÜDYO,No type,No tag,35000,"Atatürk, Ataşehir",1+0,47
Göztepe Arkadia Full Eşyalı 3+1 Kiralık #1400,No type,No tag,69990,"Göztepe, Kadıköy",3+1,108
Suadiye Kaptan Arif Sokak Full Eşyalı 2+1 Kiralık Daire #1369,No type,No tag,44990,"Suadiye, Kadıköy",2+1,114
"Eşyalı Kiralık Daire, Metro Metrobüse Yakın 1+1 Kombili 65 m2",No type,No tag,12000,"Siyavuşpaşa, Bahçelievler",1+1,65
CITY'DEN FENERYOLU'NDA MİNİBÜS VE BAĞDAT CADDESİNE ADIM MESAFEDE 160 M2 3+1,No type,No tag,32000,"Feneryolu, Kadıköy",3+1,160
İstinye Qent Evleri kiralık dubleks,No type,No tag,330000,"İstinye, Sarıyer",4+1,385
RUMELİ CAD. TERASLI MANZARALI FULL EŞYALI KİRALIK 3+1 DAİRE,No type,No tag,235000,"Meşrutiyet, Şişli",3+1,200
ALTINTEPE'DE CADDE ÜZERİ ARA KAT 2+1 TEMİZ DAİRE,No type,No tag,21000,"Altıntepe, Maltepe",2+1,100
2+1 95 m2 Tuzla kiptaş 2. atap da Mimar Sinan'da Kiralık Daire,No type,No tag,15750,"Mimar Sinan, Tuzla",2+1,95
"2+1 FURNISHED LUXURY APARTMENT FOR RENT IN BEŞİKTAŞ, GAYRETTEPE",No type,No tag,32500,"Gayrettepe, Beşiktaş",2+1,90
"1+1 READY-FURNISHED APARTMENT LOCATED AT GAYRETTEPE, BEŞİKTAŞ",No type,No tag,27500,"Gayrettepe, Beşiktaş",1+1,60
"Bahçelievler Yayla Kiralık Daire, 3+1 Kombili 2.Kat 120 m2",No type,No tag,15000,"Siyavuşpaşa, Bahçelievler",3+1,120
Tuzla kiptaş 2. etap site Konutları Mimar Sinan'da 3+1 Kiralık,No type,No tag,20000,"Mimar Sinan, Tuzla",3+1,115
3+1 115 m2 Tuzla Mimar Sinan'da Kiralık Daire,No type,No tag,20000,"Mimar Sinan, Tuzla",3+1,115
NİŞANTAŞI RUMELİ CADDESİNDE FULL EŞYALI KİRALIK 3+1 DAİRE,No type,No tag,170000,"Meşrutiyet, Şişli",3+1,200
Silivri merkezde acil kiralık kısmı eşyalı 4+1 daire,No type,No tag,16200,"Alibey, Silivri",4+1,160
"DEMİR LİFE PROJESİNDE DENİZ, ŞEHİR VE GÖL MANZARALI KİRALIK 1+1",No type,No tag,28000,"Çakmaklı, Büyükçekmece",1+1,95
Bahçeşehir Vaditepe A Kapısı 2+1 95m2 Kiralık Boş Daire,No type,No tag,25000,"Bahçeşehir 1. Kısım, Başakşehir",2+1,95
NOKTA'DAN SARIYER AYAZAĞA'DA SİTE İÇİNDE 5+2 EŞYASIZ LÜKS DUBLEKS DAİRE,No type,No tag,40000,"Ayazağa, Sarıyer",5+2,260
NOKTA'DAN MÜSTAKİL BİNADA 1+1 AYRI MUTFAKLI TAŞINMAYA HAZIR DAİRE,No type,No tag,25000,"Zekeriyaköy, Sarıyer",1+1,100
Ataşehir Kayışdağı'nda 3+1 Konut 120m masrafsız yüksek giriş,No type,No tag,18500,"Kayışdağı, Ataşehir",3+1,125
BAHÇELİEVLER SOĞANLI BASINSİTESİ YAKINI  3+1 120 M2 KAT.3  TEK DAİRE ÜZERİ 3.KATLI BİNADA,No type,No tag,12000,"Soğanlı, Bahçelievler",3+1,130
Göksu Emlaktan Yüksek Tavanlı Daire,No type,No tag,35000,"Kuloğlu, Beyoğlu",2+1,80
ÇARŞAMBA'DA KİRALIK MASRAFSIZ 1+1 DAİRE,No type,No tag,10000,"Atikali, Fatih",1+1,61
Bakımlı Pırıl pırıl Modern Eşyalı Kiralık Daire..,No type,No tag,75000,"Levazım, Beşiktaş",3+1,180
BÜYÜKÇEKMECE PINARTEPE KİRALIK SIFIR 3+1 DAİRE,No type,No tag,20000,"Pınartepe, Büyükçekmece",3+1,130
"FULLY FURNISHED 2+1 APARTMENT, PRIVATE GARDEN, NEAR FOREST",No type,No tag,35000,"Zekeriyaköy, Sarıyer",2+1,145
OTTO KAĞITHANE 1+1 KİRALIK DAİRE,No type,No tag,29500,"Merkez, Kağıthane",1+1,75
Ümraniye Sinpaş Time Full Eşyalı 2+1 Kiralık Daire #1114,No type,No tag,40490,"Site, Ümraniye",2+1,96
NOKTA'DAN ZEKERİYAKÖY'DE 1+1 ÇATI DAİRE TAŞINMAYA HAZIR,No type,No tag,45000,"Zekeriyaköy, Sarıyer",1+1,110
SAHİLDE EŞYALI KİRALIK 2+1 =140M2 BOŞ DAİRE,No type,No tag,10000,"Ekinoba, Büyükçekmece",2+1,140
ULUS VADİ KONUTLARINDA KISMI YENİLENMİŞ ŞEFERİYELİ 3+1 FIRSATI!,No type,No tag,85000,"Ulus, Beşiktaş",3+1,180
ULUS VADİ KONUTLARINDA KISMI YENİLENMİŞ ŞEFERİYELİ 3+1 FIRSATI!,No type,No tag,100000,"Ulus, Beşiktaş",3+1,180
TARABYA SAHİLE YAKIN İÇİ YENİLENMİŞ BAHÇELİ OTOPARKLI 3+1!,No type,No tag,40000,"Tarabya, Sarıyer",3+1,132
CİHANGİR'DE | Yokuşsuz & Merkezi Konumda 1+1 Fırsatı!,No type,No tag,35000,"Cihangir, Beyoğlu",1+1,80
KURTULUŞ METRO YAKINI GENÇ BİNADA VE NEZİH SOKAKTA EŞYALI 2+1!,No type,No tag,25000,"Bozkurt, Şişli",2+1,80
Remax Halit özgültekinden Şirinevlerde kiralık 3+1 daire,No type,No tag,26000,"Şirinevler, Bahçelievler",3+1,130
Özel Dekore Edilmiş Elektrik Hariç Her şey Dahil Eşyalı Daire,No type,No tag,26000,"İnönü, Şişli",1+1,90
BÜYÜKÇEKMECE PINARTEPE KİRALIK SIFIR 2+1 DAİRE,No type,No tag,17000,"Pınartepe, Büyükçekmece",2+1,110
GAYRETTEPE FULL EŞYALI KİRALIK 1+1,No type,No tag,65000,"Gayrettepe, Beşiktaş",1+1,75
ÇEKMEKÖY BEŞYILDIZ 3.ETAP KİRALIK 2+1 DAİRE,No type,No tag,22000,"Mimar Sinan, Çekmeköy",2+1,90
"Bahçelievler Yayla Merkezde Kiralık Daire, 3+1 Kombili 2.Kat 120 m2",No type,No tag,15000,"Siyavuşpaşa, Bahçelievler",3+1,120
ETİLER DOSTLAR SİTESİNDE KİRALIK DAİRE,No type,No tag,45000,"Akat, Beşiktaş",2+1,130
"Renovated 2+1 Apartment in Nişantaşı: with Bosphorus View, 2 Terraces",No type,No tag,190000,"Harbiye, Şişli",2+1,250
DİBA YAPI'DAN KİRALIK KULLANIŞLI GENİŞ 2+1 GİRİŞ DUBLEX!!,No type,No tag,12500,"Mevlana, Sancaktepe",2+1,140
Kiralık Sıfır Daire 4 oda 1 salon Çekmeköy SANAL TUR VİDEO YÜKLÜ,No type,No tag,27500,"Mimar Sinan, Çekmeköy",4+1,150
ÇEKMEKÖY MİMAR SİNAN MAH KİRALIK 3+2 DUBLEKS DAİRE VİDEOLU İLAN,No type,No tag,20000,"Mimar Sinan, Çekmeköy",3+2,115
GAZİOSMANPAŞA MEVLANA MAHALLESİ NUR SİTESİ'NDE KİRALIK 3+1 DAİRE,No type,No tag,18000,"Mevlana, Gaziosmanpaşa",3+1,110
REALHOUSE GAYRİMENKULDEN GÖKTÜRK MERKEZDE KİRALIK 2+1,No type,No tag,35000,"Göktürk Merkez, Eyüpsultan",2+1,110
LUXERA GÜNEŞLİ 135M2 KİRALIK DAİRE,No type,No tag,25000,"Bağlar, Bağcılar",2+1,165
ÇEKMEKÖY MERKEZ MAHALLESİ KÖROĞLU CADDESİNDE KİRALIK DAİRE,No type,No tag,11000,"Merkez, Çekmeköy",2+1,80
Gayrettepede Düz Ayak Full Eşyalı Geniş Kiralık Daire,No type,No tag,40000,"Gayrettepe, Beşiktaş",4+1,160
BEYLİKDÜZÜ YAKUPLU MERKEZDE 4+2=220M2 DUBLEX DAİRE,No type,No tag,19000,"Yakuplu, Beylikdüzü",4+2,220
AĞAOĞLU MY WORLD EUROPE KİRALIK FUL EŞYALI 1+1 MANZARALI,No type,No tag,21000,"Ziya Gökalp, Başakşehir",1+1,72
ESENYURT ŞEHİR MANZARALI FULL EŞYALI SİTE İÇİ KİRALIK 2+1 DAİRE,No type,No tag,20000,"Akevler, Esenyurt",2+1,140
"Modern Furnished 3,5+1 Flat Available for Rent in Nişantaşı",No type,No tag,46500,"Teşvikiye, Şişli",3+1,170
OKAN GAYRİMENKUL EMLAK DAN KİRALIK 2+1 DAİRE,No type,No tag,11000,"Cennet, Küçükçekmece",2+1,120
Başokur'dan Bahçelievler Cumhuriyet MH. Yıldıztepe Metro Yakını,No type,No tag,12500,"Cumhuriyet, Bahçelievler",1+1,62
İstinye Parka yakın güvenlikli otoparklı sitede 3+1 mobilyalı ev,No type,No tag,37000,"Poligon, Sarıyer",3+1,118
AVCILARDA EN UYGUN KİRALIK 2+1 YENİ BİNA!!,No type,No tag,12500,"Cihangir, Avcılar",2+1,85
Atakentte Merkezi Konumda Kiralık 2+1 Daire,No type,No tag,13950,"Atakent, Ümraniye",2+1,95
Ağaoğlu My World Suncity Sitesi Kiralık 1+1 Daire,No type,No tag,28500,"Barbaros, Ataşehir",1+1,68
GÖZTEPE'DE SIFIR BİNADA KİRALIK 2+1,No type,No tag,41000,"Merdivenköy, Kadıköy",2+1,80
"KÜÇÜKYALI'DA MERKEZİ KONUMDA, GENİŞ FERAH 3+1 KİRALIK DAİRE",No type,No tag,22000,"Çınar, Maltepe",3+1,135
GREEN PİNE MASLAK RESİDENCE 53 M2 FIRSAT 1 +1 KİRALIK,No type,No tag,20000,"Ayazağa, Sarıyer",1+1,53
GREEN PİNE MASLAK RESİDENCE BÜYÜK TİP 2 + 1 DUBLEKS - FIRSAT,No type,No tag,26000,"Ayazağa, Sarıyer",2+1,150
MÜSLÜM EMLAKTAN CADDE ÜZERİNDE KİRALIK 3+1 DAİRE,No type,No tag,11000,"Cihangir, Avcılar",3+1,130
Seba Emirgan 1+1 Mobilyalı Kiralık Loft Daire / LUX,No type,No tag,60000,"Reşitpaşa, Sarıyer",1+1,90
İstinyepark Evleri Yetkiliden Vadide 5+1 Sıfır Çatı Dubleks /LUX,No type,No tag,240000,"Pınar, Sarıyer",5+1,330
Bağcılar Yıldıztepe Mah Kiralık Daire 2+1 85m2 Kat 1,No type,No tag,10000,"Yıldıztepe, Bağcılar",2+1,85
İstinyepark Evlerinde 6+1 Kiralık Bahçe Dubleksi Daire / LUX,No type,No tag,335000,"Pınar, Sarıyer",6+1,450
Abdi İpekçi Caddesi'nde Mobilyalı Etkileyici Kiralık Daire,No type,No tag,645000,"Harbiye, Şişli",3+1,271
YEŞİLKÖY 'DE ULTRA LÜKS 2+1 KİRALIK EŞYALI DAİRE DENİZ MANZARALI,No type,No tag,55000,"Yeşilköy, Bakırköy",2+1,115
DİBA YAPI'DAN İETT DURAKLARININ DİBİNDE 2+1 KİRALIK ARA KAT,No type,No tag,13000,"Mevlana, Sancaktepe",2+1,85
A-Z EMLAK'DAN BEYOĞLU GALATASARAY 'DA TARİHİ BİNADA KİRALIKDAİRE,No type,No tag,85000,"Kuloğlu, Beyoğlu",2+1,150
ŞİŞLİ 19 MAYIS'DA TOPLU TAŞIMA VE MERTROYA YAKIN 1+1 ŞIK STÜDYO DAİRE,No type,No tag,25000,"19 Mayıs, Şişli",1+1,80
METROYA YAKIN KİRALIK EŞYALI 1+1 DAİRE,No type,No tag,15000,"Hamidiye, Çekmeköy",1+1,60
Bomonti Merkezde Kiralık Stüdyo Daire,No type,No tag,25000,"Cumhuriyet, Şişli",1+0,40
Toya Next BasınEkspres Kiralık Eşyalı 1+1 Daire,No type,No tag,21000,"15 Temmuz, Bağcılar",1+1,75
Nurolpark Güneşli Kiralık Eşyalı 1+1 Daire,No type,No tag,20000,"15 Temmuz, Bağcılar",1+1,52
4+1=300M2 GÜMÜŞPALA AVCILAR KİRALIK DAİRE,No type,No tag,16000,"Gümüşpala, Avcılar",4+1,330
Yenibosna S Life'ta 65m2 Kiralık 1+1 Daire,No type,No tag,17000,"Yenibosna Merkez, Bahçelievler",1+1,65
emlak online arene24 نمط 1+1 kitalık daire,No type,No tag,15000,"Halkalı Merkez, Küçükçekmece",1+1,86
ŞİŞLİ MECİDİYEKÖYDE 1+1  HERŞEY DAHİL  FULL EŞYALİ KİRALİK DAİRE,No type,No tag,22000,"Mecidiyeköy, Şişli",1+1,80
Şişli - Elysium Residence Taksim'de FULL EŞYALI 3+1 DUBLEKS KİRALIK,No type,No tag,45000,"İnönü, Şişli",3+1,130
Fatih Akşemsettin'de Kiralık Daire,No type,No tag,18000,"Akşemsettin, Fatih",3+1,150
YENIBOSNA MERKEZDE 3+1 GARDEN HILL KIRALIK DAIRE,No type,No tag,45000,"Yenibosna Merkez, Bahçelievler",3+1,165
BAHÇELİEVLER/SİYAVUŞPAŞA SARMAŞIK SOKAK'TA KİRALIK 3+1DAİRE,No type,No tag,14500,"Siyavuşpaşa, Bahçelievler",3+1,90
Üsküdar Ünalan'da Kiralık Daire 2+1 Çatı katı,No type,No tag,23000,"Ünalan, Üsküdar",2+1,80
Mak Yapıdan Avcılar Merkezde Kiralık 3+1.3 Kat150 m2 Temiz Daire,No type,No tag,17000,"Denizköşkler, Avcılar",3+1,160
Halide Edip Adıvarda Yeni Binada Otoparklı 1+ 1 Kiralık Daire,No type,No tag,21000,"Halide Edip Adıvar, Şişli",1+1,60
Avcılar Gümüşpala'da Kiralık Daire,No type,No tag,20000,"Gümüşpala, Avcılar",2+2,140
ŞİŞLİ CUMHURİYET MAHALLESİNDE 3+1 KİRALIK DAİRE,No type,No tag,25000,"Cumhuriyet, Şişli",3+1,140
BAYRAMPAŞA MERKEZDE MEYDANDA MEMUR İÇİN KİRALIK EŞYALI DAİRE,No type,No tag,15000,"Yenidoğan, Bayrampaşa",3+1,130
BAŞAKŞEHİR 4.ETAP 1.KISIM IHLAMUR PARK EVLERİNDE KİRALIK DAİRE.,No type,No tag,12500,"Başak, Başakşehir",2+1,68
Bakırköy Sakızağacı'nda 85m2 Kiralık 2+1 Daire,No type,No tag,20000,"Sakızağacı, Bakırköy",2+1,85
"Şişli Elysium Residence Taksim'de EŞYALI FULL 2+1 KİRALIK , 87M2",No type,No tag,33000,"İnönü, Şişli",2+1,87
KİRALIK 1+1 BAHÇE KATI DAİRE ÇEKMEKÖY MERKEZ MAHALLESİ,No type,No tag,13000,"Merkez, Çekmeköy",1+1,55
ZEYTİNBURNU VELİEFENDİDE 110m2 KİRALIK DAİRE,No type,No tag,16000,"Veliefendi, Zeytinburnu",2+1,125
OKAN GAYRİMENKUL EMLAK DAN CENNET KİRALIK 2+1 DÜZ GİRİŞ DAİRE,No type,No tag,11500,"Cennet, Küçükçekmece",2+1,110
LOVA YAPI'DAN SİTE İÇERİSİNDE BÜYÜK TİP 4+1 KİRALIK DAİRE,No type,No tag,20000,"Adnan Kahveci, Beylikdüzü",4+1,195
Esenler Tuna'da Kiralık Daire,No type,No tag,15000,"Tuna, Esenler",3+1,130
ALİBEYKÖY ULUDAĞ YAŞAM SİTESİ 85m² 2+1 ARAKAT ÇİFT WC DAİRE,No type,No tag,22000,"Alibeyköy, Eyüpsultan",2+1,85
